3.56933191,4.851807504,0.350055931,7.236099114
2.696825534,1.297284973,1.337270215,3.453713927
3.162261901,2.983958166,1.98822635,6.824186171
2.001752319,4.330656132,0.05998771,5.774385623
4.548689698,4.085395088,1.604567641,6.729196674
1.770994196,2.149958364,0.302395749,2.975955006
2.663406675,4.212366765,0.516495214,7.275273378
1.542676223,2.749439361,0.705818824,3.402171229
3.836440701,4.310244925,0.273957679,7.804231449
4.333679205,5.002839722,0.671575366,7.71145504
2.584378644,3.70664357,0.391158298,7.124611045
2.221511392,2.790415849,0.515426821,3.25484082
2.413843765,1.941252627,1.78863004,3.427644593
3.954953616,3.141334852,1.563270188,5.615776357
2.249468419,2.661451801,1.297535383,3.828385067
3.76272037,3.879323499,0.614842195,6.654722108
2.51818648,4.57045171,0.577521344,6.760374771
1.867644124,1.615681914,1.301201811,3.337991514
4.975237697,4.72757625,1.629372704,7.214558593
3.35151347,5.219601736,1.182638421,7.336922855
3.30406435,4.531270433,0.639921379,7.32459677
4.220292315,4.537159796,1.679507148,7.787009631
0.616443928,1.372446694,0.21267495,3.003726436
4.080789391,5.158575572,0.865008954,7.827551154
3.428895333,4.280299119,1.095244669,6.816176379
3.437956917,3.308871926,1.164704753,4.640187273
3.694710935,4.331906774,0.306023138,6.462094219
2.791480067,3.31512466,1.998353117,5.325900475
2.995371682,3.045321739,1.858804338,5.025676926
2.404515572,3.096555764,0.807413385,5.328505273
3.034075762,3.929236949,1.020828928,6.08228255
3.151471088,1.919335781,1.028212371,2.081582179
1.835109774,2.44928086,1.315838226,2.53285532
3.7235119,3.859370855,1.800565929,5.979506694
2.453191864,3.080829765,0.804340724,5.46933789
3.019411674,2.335955407,0.814958927,2.548156021
2.550090294,2.355912299,1.763827236,4.821685943
2.97159254,3.727184133,0.356852261,7.454490144
1.84590537,1.610232586,0.331382863,4.113930493
2.178688794,1.757926775,1.787673375,2.791068304
1.809851135,0.824417741,1.051140512,2.287388676
3.574805538,2.595543305,1.62672296,3.132991073
3.630293695,2.533799003,1.258525425,5.540108473
2.026448087,1.752657001,0.551259919,3.565524073
1.976878844,3.706024351,0.122379671,5.178209674
2.762819618,1.259351406,1.054153546,3.744506073
2.072212359,2.845155647,0.025274821,4.288096043
3.081162124,4.623755283,1.188740607,7.301847649
3.518176282,3.713504077,1.144435225,5.290455184
1.689810981,1.553644794,0.290620486,3.354747944
3.177388299,4.160212365,1.564247371,6.64817265
2.468599938,2.551146246,1.808264353,4.085781509
3.379463303,3.810860702,1.900137936,5.623889206
3.65696629,4.278914162,1.902394534,7.296955888
2.152978558,1.925801053,0.448768854,2.565271846
2.236051606,2.304908156,0.445614001,3.752728194
2.852890734,2.442083767,1.693165513,4.216533001
1.321360136,3.000807142,0.353757352,5.284674404
3.770331848,2.611343534,1.935595022,3.784058351
2.33187747,2.890379782,1.534511321,6.224988756
1.74617975,1.343807098,1.066096227,3.091651629
1.929978883,4.122462581,0.431336695,5.35925312
2.404523268,2.978106095,1.049542844,4.233306335
3.964071207,3.749863481,1.691323317,5.80211917
4.646366628,3.756483013,1.976877221,7.4942637
2.670822725,3.136595033,0.562111919,4.012021907
2.080172869,1.409511643,0.302417674,3.583427269
3.533032519,3.701105162,1.040306092,7.549204538
1.600565927,1.486206715,1.624961698,3.215979502
2.682882135,1.147417425,1.530096257,3.1460145
2.65891467,1.730051659,1.547611349,2.583351556
2.709306571,1.248352909,1.616166178,2.914627785
4.314715396,4.439165663,1.81306995,6.714614806
2.198406465,4.050849786,0.466270243,5.381227811
3.548681019,4.010902523,1.371339383,7.98537068
3.895806278,3.410783221,1.768693875,4.644417721
2.48181921,3.15426608,0.669393855,5.872092337
3.492228104,3.388140566,1.828800256,5.60066883
2.973864118,0.967107449,1.59888491,3.059437866
3.426744616,2.199353002,1.437210409,4.955259237
1.667040181,2.542510302,0.645000135,5.50818032
4.356480193,3.300177444,1.89515976,6.028422377
3.049141479,3.596216066,0.541373582,4.718172071
3.068455551,3.043087745,1.657051402,6.144087467
4.890568526,4.430703346,1.563527893,7.079526968
4.476717491,4.336308341,1.162223256,7.186823695
3.756391322,1.478572393,1.95361323,3.327717582
2.721774339,1.647434581,0.665428717,2.054613238
2.295040919,0.824593561,0.554833932,2.528368
2.679123587,2.285132909,0.758253808,3.628429199
2.222844795,1.694185523,0.735846253,4.227995875
2.441065623,0.660683109,1.141258383,2.262678508
4.090680275,4.182591043,1.910441496,6.596850112
3.186458133,3.359231634,1.904541158,7.222677122
3.080644344,5.12350387,0.41669418,7.795272603
3.454227234,3.59092784,0.702726102,7.713011823
2.939173726,3.041129055,0.057072016,4.952207356
2.077825746,3.253985639,0.738500113,4.557594081
2.264674363,3.118183895,1.246558277,5.148382837
2.379141534,2.269107569,1.283313275,2.093689582
