Date,Open,High,Low,Close,Adj Close,Volume
2019-03-01,78.01526641845703,78.17748260498047,77.4522933959961,77.9103012084961,68.25049591064453,10624205
2019-03-04,78.27290344238281,78.35877990722656,76.84160614013672,77.64312744140625,68.01646423339844,8522755
2019-03-05,77.74809265136719,78.27290344238281,77.5,77.95801544189453,68.29230499267578,8698190
2019-03-06,77.86259460449219,78.01526641845703,76.62213897705078,77.06106567382812,67.50654602050781,8167169
2019-03-07,77.3187026977539,77.39503479003906,76.3740463256836,76.76526641845703,67.24742889404297,10925505
2019-03-08,76.53626251220703,76.90839385986328,75.42938995361328,76.14503479003906,66.70410919189453,11716326
2019-03-11,76.67938995361328,77.3187026977539,76.40267181396484,77.16603088378906,67.5985107421875,9126613
2019-03-12,77.4522933959961,77.82442474365234,77.08015441894531,77.5095443725586,67.89942932128906,9261281
2019-03-13,77.87213897705078,78.25381469726562,77.47137451171875,77.86259460449219,68.20870971679688,8059749
2019-03-14,77.58587646484375,78.01526641845703,77.22328186035156,77.75763702392578,68.5790023803711,8530406
2019-03-15,77.76717376708984,78.15839385986328,77.09923553466797,77.83396911621094,68.64631652832031,17341046
2019-03-18,77.5477066040039,78.08206176757812,77.21373748779297,77.6240463256836,68.461181640625,14357914
2019-03-19,77.80534362792969,78.24427795410156,77.25190734863281,78.15839385986328,68.93247985839844,10224393
2019-03-20,78.10114288330078,78.9312973022461,77.65267181396484,78.32061004638672,69.0755386352539,11894590
2019-03-21,78.3396987915039,79.36068725585938,78.10114288330078,79.15076446533203,69.80768585205078,9473291
2019-03-22,79.11259460449219,79.62786102294922,78.26335906982422,78.52098846435547,69.25225067138672,10639191
2019-03-25,78.31106567382812,78.95992279052734,78.16793823242188,78.5782470703125,69.30274963378906,7878654
2019-03-26,78.96946716308594,79.6469497680664,78.78816986083984,79.12213897705078,69.78244018554688,9242731
2019-03-27,79.12213897705078,79.25572204589844,78.06298065185547,78.52098846435547,69.25225067138672,10020766
2019-03-28,78.99809265136719,79.1030502319336,78.41603088378906,78.84542083740234,69.53839874267578,7161298
2019-03-29,79.19847106933594,79.48473358154297,78.9217529296875,79.36068725585938,69.99282836914062,10147994
2019-04-01,79.89503479003906,80.0095443725586,79.14122009277344,79.48473358154297,70.10222625732422,8820282
2019-04-02,79.63740539550781,79.885498046875,79.1030502319336,79.39885711669922,70.0264892578125,5875088
2019-04-03,79.45610809326172,79.8282470703125,78.95992279052734,79.37023162841797,70.00123596191406,6550734
2019-04-04,79.20801544189453,79.38931274414062,77.4904556274414,78.10114288330078,68.88196563720703,10257719
2019-04-05,78.21565246582031,78.3969497680664,77.39503479003906,77.4332046508789,68.2928695678711,10324162
2019-04-08,77.25190734863281,77.53816986083984,76.66984558105469,77.24236297607422,68.12454986572266,10586267
2019-04-09,76.87976837158203,77.27098846435547,76.58396911621094,77.09923553466797,67.99832916259766,10785282
2019-04-10,77.15648651123047,77.59542083740234,76.95610809326172,77.11832427978516,68.01517486572266,6894268
2019-04-11,77.22328186035156,77.22328186035156,75.75381469726562,76.1832046508789,67.19041442871094,10410518
2019-04-12,76.34542083740234,76.75572204589844,75.66793823242188,75.79198455810547,66.84536743164062,10164762
2019-04-15,75.67748260498047,75.84923553466797,74.8759536743164,74.9332046508789,66.0879898071289,13822491
2019-04-16,75.60114288330078,75.65839385986328,73.8740463256836,74.00763702392578,65.27166748046875,12531250
2019-04-17,74.05534362792969,74.06488800048828,70.37213897705078,70.53434753417969,62.208370208740234,34181463
2019-04-18,70.114501953125,70.65839385986328,68.9217529296875,69.83778381347656,61.594024658203125,32768445
2019-04-22,69.80915832519531,70.42938995361328,69.40839385986328,70.09542083740234,61.82124328613281,14548441
2019-04-23,70.32442474365234,71.80343627929688,70.03816986083984,71.1832046508789,62.78062057495117,19281523
2019-04-24,71.3072509765625,71.66984558105469,70.59160614013672,71.3072509765625,62.8900260925293,12779102
2019-04-25,71.16412353515625,73.30152893066406,71.04962158203125,72.84351348876953,64.24495697021484,13994154
2019-04-26,73.12976837158203,73.46373748779297,72.60496520996094,73.12023162841797,64.48900604248047,8888193
2019-04-29,73.08206176757812,73.64503479003906,72.97709655761719,73.26335906982422,64.61524200439453,7395317
2019-04-30,74.00763702392578,75.28626251220703,72.51908111572266,75.10496520996094,66.23945617675781,11269039
2019-05-01,75.08587646484375,76.0782470703125,74.83778381347656,75.114501953125,66.24787902832031,15288643
2019-05-02,75.0095443725586,76.17366027832031,75.0095443725586,75.87786102294922,66.92111206054688,11579142
2019-05-03,75.8969497680664,76.46946716308594,75.62023162841797,76.33587646484375,67.3250732421875,7942582
2019-05-06,74.9332046508789,76.135498046875,74.71373748779297,75.8396987915039,66.887451171875,9906534
2019-05-07,75.27671813964844,75.65839385986328,73.8740463256836,74.33206176757812,65.55781555175781,10523387
2019-05-08,74.74236297607422,75.10496520996094,74.33206176757812,74.59923553466797,65.7934341430664,10567508
2019-05-09,74.12213897705078,74.91412353515625,73.7022933959961,74.74236297607422,65.9196548461914,8105861
2019-05-10,74.50381469726562,74.74236297607422,73.29198455810547,74.60877990722656,65.80184936523438,9027158
2019-05-13,73.30152893066406,73.97901153564453,73.30152893066406,73.635498046875,64.94345092773438,9641705
2019-05-14,74.06488800048828,74.50381469726562,73.8167953491211,73.8740463256836,65.15382385253906,8113826
2019-05-15,73.34923553466797,74.31298065185547,73.28244018554688,73.99809265136719,65.26325225830078,7284543
2019-05-16,74.20801544189453,76.23091888427734,74.16984558105469,75.50572204589844,66.59291076660156,9910831
2019-05-17,74.8187026977539,75.44847106933594,74.28434753417969,75.114501953125,66.24787902832031,8259707
2019-05-20,74.77098846435547,75.63931274414062,74.66603088378906,75.26717376708984,66.38253021240234,8281191
2019-05-21,75.45801544189453,76.0782470703125,74.9332046508789,75.85877990722656,66.90428161621094,10873734
2019-05-22,75.71565246582031,77.4332046508789,75.67748260498047,77.27098846435547,68.1498031616211,13491847
2019-05-23,76.90839385986328,77.47137451171875,76.72709655761719,77.30915832519531,68.18345642089844,9831498
