"t","X"
1,-1.2239564499999
2,-2.58518591155021
3,0.812033221816154
4,0.715835486362123
5,0.414929394047016
6,-1.71625338802446
7,0.412577751596608
8,2.34335564632869
9,0.625193888086223
10,0.978398165013338
11,2.2764750326162
12,-0.850297204345584
13,-1.49498680507297
14,1.09295048491095
15,-0.79989525557261
16,-0.396082014160986
17,1.09594758803043
18,-0.616861570078362
19,0.254241202481613
20,1.09239158212757
21,-0.969622995186563
22,-1.27295009864856
23,1.02867737777513
24,0.261212054323498
25,0.179121690244131
26,-0.381755991185795
27,0.773425932956013
28,-0.562158505718633
29,-0.189664322776215
30,1.35219667239288
31,-0.090970261459612
32,0.761728033325428
33,0.611166620588267
34,-0.665188996303401
35,-0.445169861034617
36,0.550680459730434
37,-1.25220255945396
38,-1.43933588812133
39,2.27773965284339
40,-1.47347952971311
41,-2.66819601529771
42,1.66406794864277
43,1.33749845325558
44,0.621619693182816
45,0.180302373913249
46,0.306712339168424
47,-0.656592393004236
48,-1.00937613626481
49,-0.121933581958645
50,-0.998677811301142
51,0.489061982076725
52,-1.15000288499016
53,-1.95096235348967
54,-0.919540418252272
55,-0.00212490154332023
56,-0.841284814188933
57,-0.165328244651497
58,1.75772068361243
59,-0.0113197478737837
60,0.278547956845007
61,-0.271816592934608
62,0.157914825762537
63,-0.821767063136493
64,-0.740321469648931
65,-0.88598655692498
66,-0.901305871306093
67,1.39590930890971
68,0.837668086859022
69,-0.612121586570916
70,-0.914005559900648
71,-0.820390286065635
72,-0.855447640717446
73,0.173386635769155
74,-0.877586548665831
75,2.32635287536162
76,1.44544162172202
77,-1.96612099279511
78,0.602438364005113
79,0.326963684359638
80,-0.695578714022662
81,0.607635807190564
82,0.491898221301287
83,0.845679819304969
84,-0.166064490038926
85,1.37725254360337
86,-0.53275063873298
87,-0.935324393914878
88,1.28256974833913
89,1.02176811042489
90,-1.06775077137027
91,-1.8111116053888
92,1.9740593999232
93,0.977832887368304
94,0.104342871246714
95,-0.362853543455969
96,1.55086660767341
97,1.02865784812929
98,-0.24538248904681
99,0.414570250361835
100,0.740499989691128
101,0.0153472469554877
102,1.85992303153659
103,2.54152064088449
104,-2.23460874366128
105,-1.22589910657149
106,0.685172416633702
107,-1.93571035658512
108,-1.68483449412648
109,-0.376191542366623
110,0.283221005091712
111,0.201245595958726
112,-0.818009438309397
113,-0.190366261998013
114,3.05942095952204
115,1.9463168817507
116,0.0186093427927696
117,1.16983352121959
118,-0.261727793392181
119,-0.190387798347482
120,0.637768076165457
121,-0.533887255667713
122,-0.664199155909951
123,0.562775565241392
124,-0.212151396873748
125,-0.540988196200228
126,-0.15091279876263
127,0.719776823466107
128,0.797078019599695
129,-0.47551718440749
130,-0.352604057010554
131,1.08274022270011
132,0.147606333657925
133,0.940467078352805
134,0.552028683549064
135,-0.788670846582414
136,-1.71322298621541
137,-1.14453478656938
138,-1.08352801043758
139,1.32250873297537
140,1.33134734887224
141,-0.193329215818529
142,0.369303517107722
143,-2.79709257497172
144,-0.746680792978655
145,0.799310970545472
146,-1.75377875256261
147,-0.127511952205395
148,2.04901591880132
149,0.125701790394495
150,0.587387189252731
151,0.240478459170891
152,-0.36869906284976
153,2.38187731353339
154,1.16007961425739
155,0.876913458408949
156,-0.032087948898936
157,0.907970524353776
158,2.52201969050978
159,1.1437670758922
160,0.126287215601967
161,1.29006502883472
162,0.531359064205688
163,-1.54706374466912
164,0.537719934000637
165,0.585395375561396
166,-0.608169139650076
167,1.50860666431806
168,0.179961606669766
169,-0.180505202172912
170,-1.5680578582679
171,-2.19612402255566
172,-0.382646563921685
173,-0.531801753210134
174,-0.479683386543054
175,0.748218628565142
176,-1.58910150074279
177,-0.161841811450333
178,1.75268931883127
179,-0.164721496515317
180,0.888906408359812
181,1.61746258896333
182,-0.546116704893849
183,0.122777959354047
184,0.139030536186771
185,-0.933353947085037
186,-1.88107965299462
187,-1.10466847723546
188,0.796282882529689
189,1.13585224804444
190,0.226366529774971
191,-0.146425611276933
192,0.0340296011958295
193,-0.56174078157518
194,1.01795093941228
195,1.35798269147438
196,0.214425818258942
197,0.345958496294348
198,0.693452952975261
199,1.11214059314186
200,2.09928778305131
201,1.89072791161587
202,-0.239813670220095
203,0.785353415997388
204,0.590839916415819
205,-0.566799335368378
206,0.887028401998042
207,1.2877604179159
208,-0.256186362246526
209,0.51091118154464
210,0.506109817961084
211,1.19493211942735
212,1.05501997723958
213,-0.14276826087636
214,0.603936423505757
215,-1.1356795117847
216,-0.236338499545912
217,1.25371547880755
218,-0.362618805201294
219,-0.564168149203261
220,1.10720360681241
221,1.16868636409927
222,0.27243394962784
223,1.51871431827621
224,1.15396846854961
225,-0.530208256292907
226,1.5284428624756
227,3.03803366956613
228,1.5597269544376
229,-0.910547406941598
230,0.596952534207958
231,1.54713550730266
232,-0.0945552693760659
233,1.538523220973
234,1.99987902535418
235,-0.373745176345649
236,-0.721275080792035
237,-1.64203223655939
238,-1.62755116053097
239,-0.332669136718448
240,1.00120514705004
241,-0.0590937825277703
242,-0.497728808457955
243,0.166241705997386
244,2.15510322534231
245,-0.0567595876869832
246,0.268732836071751
247,1.03277625759284
248,-1.20268650354252
249,-0.191872286250061
250,2.65007736237669
251,0.8604453989896
252,-0.010379293454493
253,0.257074769561151
254,-1.06105342168749
255,0.200747901629232
256,-0.535847975013143
257,0.911135229148649
258,-0.936085573912849
259,-0.964069187789787
260,0.720881832136727
261,1.07586386912145
262,1.27092700862563
263,0.00246257501677642
264,1.42843048691277
265,1.71502920879656
266,0.867337601660821
267,0.0523364981522127
268,0.286815591812782
269,-0.67332763408672
270,0.705936164790481
271,0.932350390896347
272,0.452111798066367
273,0.21808891246645
274,-3.01564403799962
275,-1.58286987746861
276,-0.359693887957368
277,0.368880687601952
278,0.0646936990217415
279,-1.19794056952417
280,-2.42007537118658
281,0.575612789808449
282,0.941476780947513
283,-0.773285584473405
284,-0.857778313540399
285,-0.148693915524796
286,-0.826674207934206
287,-0.776913636435538
288,-0.941474194124956
289,0.505659800341135
290,-0.306895699767256
291,0.67861386350783
292,1.28758722624044
293,0.152540353323398
294,-0.805853453611523
295,0.871618416421384
296,1.68165071423801
297,0.827067328603637
298,1.34566102788379
299,0.562933477179614
300,0.930620630425756
301,-0.929412376157268
302,-0.138719721456334
303,-0.556596564744194
304,-1.0297540182009
