"t","X"
1,-1.72303337856592
2,-2.06818071417438
3,-0.611135957038998
4,-0.677105916110591
5,-0.958275420631806
6,-0.552178642797609
7,-1.38108695737067
8,-1.11108466578609
9,0.132980912988533
10,-0.573098682166424
11,-0.249773498569986
12,1.77951856859752
13,-0.18143861246401
14,1.37211780983018
15,2.64080430745019
16,0.367504180102902
17,1.23130307266686
18,0.7410247152818
19,0.248468891566805
20,-0.477762066042109
21,-0.864570479851021
22,0.829924130167361
23,0.570887043500719
24,1.0800522793638
25,2.32664222717418
26,1.00344818649506
27,2.13193884737116
28,1.55850366221127
29,0.962294438599779
30,2.20491936891054
31,1.51929450242857
32,0.395452325851531
33,0.816496801572231
34,2.24431676271329
35,2.39392475771676
36,0.336457082092758
37,1.39667983968343
38,1.98605897564058
39,-0.343645571180775
40,2.14625878899051
41,0.610861277268975
42,1.09815775747494
43,0.857800499298476
44,2.3708979636344
45,-0.0502167485222301
46,0.718134582230583
47,-0.328641789755728
48,0.480483041007364
49,2.46648979756326
50,-0.449484534873967
51,0.594542311508825
52,0.448998733615025
53,1.80965834875082
54,-0.00438424691726963
55,1.12752172524304
56,2.50857296649529
57,1.08007254621945
58,0.704176667817312
59,0.946228518119471
60,1.3070807445606
61,-0.0660034836712476
62,2.1697207689917
63,1.11514539625992
64,-1.82112536787834
65,-1.06712719344377
66,0.797407524129246
67,-1.34223057230382
68,-0.612598858003233
69,-0.445576960269892
70,-2.22717457026689
71,-0.65609531519131
72,-0.598102523825816
73,0.992399380454205
74,1.12082425594001
75,0.708239322101116
76,0.735499119696126
77,1.33690972655889
78,0.00964134563551877
79,0.657450670354864
80,0.886129090462856
81,1.10400846487376
82,-0.295398721357512
83,1.85262040775812
84,1.57534695033832
85,3.63395630667463
86,0.406683545698948
87,0.978116910158461
88,-0.47445920773783
89,-0.2360097987245
90,0.26902307672523
91,1.64448503553967
92,0.247914173124611
93,-0.552281288061294
94,-0.125022170404698
95,0.454943782782836
96,0.21591679578374
97,1.51624635025988
98,0.463353021964978
99,-0.964823269138126
100,1.00782433861172
101,-0.906769594005163
102,0.363641285842908
103,0.588484220343379
104,0.532591258820217
105,2.18620415740561
106,0.945811318037777
107,-0.173491113699166
108,0.715061877688656
109,0.191162229406651
110,0.891345559920872
111,2.1915435538118
112,-0.62607404397259
113,0.371416609042367
114,0.469419282472677
115,0.723685556493514
116,-0.192240216866654
117,0.624659379066137
118,0.718340056964644
119,0.423913023348627
120,0.385564115821515
121,1.89181215791337
122,1.6311053790191
123,3.25352388539179
124,1.90006258714262
125,0.817751757925755
126,1.15212133388714
127,1.18358323295053
128,0.744233094871737
129,0.471364518061386
130,-0.928685666618642
131,-0.878494387615549
