"t","X"
1,-0.088318952973631
2,-0.867858416914028
3,-0.602739587553581
4,0.743500926182649
5,-1.00091756785542
6,0.751793527523189
7,-0.489503821490727
8,-0.222393080070026
9,-0.401873922765982
10,0.166226826950655
11,1.05341687636021
12,-2.31362945769992
13,2.32916828090336
14,-1.413925839464
15,2.12354421687437
16,-1.89684208629007
17,1.79265037463384
18,-1.07738899020315
19,0.265521711660714
20,1.00872652223764
21,0.403857724016724
22,0.397320356502455
23,1.288843187164
24,-0.408145964807699
25,-0.970482734852262
26,0.15459663690231
27,-1.34056009257509
28,0.532019432992005
29,-1.01938125196813
30,0.806651812120331
31,-1.51591050764269
32,1.2949616531361
33,-1.62580588377089
34,2.98664168220081
35,-1.5232737856334
36,2.05262956872028
37,-1.15528681871387
38,2.54864119455482
39,-2.54721734986509
40,1.44876828203825
41,0.345706027012974
42,-0.909975873570097
43,0.475101161575608
44,-0.74913380062369
45,0.24185748191926
46,-0.460506414416004
47,0.83956814207983
48,-0.807006588829479
49,0.0992974795078518
50,1.26856571553952
51,-1.16600369520151
52,0.694946241357746
53,-0.621400422231871
54,1.17871662372531
55,-0.957601871920308
56,0.680567232473183
57,-1.19208590311054
58,0.569794155086589
59,-0.367185175880427
60,-0.313505604349344
61,0.76662539589458
62,-2.09336312870772
63,1.87658020732056
64,-2.943884979028
65,1.90693760743439
66,-1.9584831100208
67,0.816767551834601
68,-0.669472441723344
69,-1.4122550943875
70,2.23577463280919
71,-3.3418034108189
72,2.04282215664179
73,-2.64803672252418
74,1.23520854069969
75,1.16076014010358
76,-0.853174485384432
77,-0.646419666396001
78,-1.15579078462158
79,1.31703018973884
80,-1.00633247501877
81,0.436680981720231
82,-1.25687288374388
83,-0.544805647333578
84,-0.666588061115497
85,1.49996984955054
86,-1.74624408195973
87,-0.0747437859146967
88,1.9253484618596
89,-1.01891096902225
90,0.525536125853658
91,0.664330954318776
92,0.388174435635854
93,-0.910373874958037
94,2.888882870759
95,-2.42168918321026
96,0.391772237194888
97,-0.438228779850385
98,0.536209924120134
99,1.90582095596926
100,-1.32356334908323
101,1.44967131723584
102,-1.16440642328341
103,0.539303975096013
104,-0.439204009633286
105,1.11704261285513
106,1.23746304901094
107,0.0992951520055629
108,1.13343703438253
109,-2.08140119734494
110,2.54494646806209
111,-1.68878504738591
112,-0.200661243552807
113,0.671518675312744
114,-0.662393611200574
115,1.96138252037023
116,-2.23711888988234
117,1.24762741348321
118,-1.86183005748984
119,1.21926858168084
120,-0.512439656774293
121,-0.347418430538887
122,1.09093699088584
123,-2.02628552946884
124,0.471729734293892
125,1.08736040612386
126,-1.83136776989755
127,1.78550053974067
128,-1.72020145591443
129,1.69955293158675
130,0.414208587513982
131,1.27593199280648
132,-1.28785679528763
133,-1.31934293882675
134,3.48716879395422
135,-1.94831042870017
136,2.00256015748883
137,-1.51531964126253
138,1.64659815389983
139,-1.39932444719454
140,1.47018797865042
141,-1.50288772796546
142,-0.243042081573369
143,1.17011982863491
144,0.642155154023366
145,-0.790356934743138
146,-0.660522054550337
147,1.13763284659058
148,-0.897933771836912
149,-1.05976807794715
150,0.796957918140636
151,-1.22801877253362
152,0.580045499539812
153,-1.59160648729071
154,2.9968467733855
155,-2.57876711643035
156,0.328561925069683
157,-0.0492280050627811
158,0.30009665020256
159,-1.21089918806121
160,-1.98074628063364
161,0.845078007910113
162,-0.0633008700121001
163,-0.012247623533535
164,-0.0889930263550832
165,0.627565498386428
166,-1.6571327623693
167,2.33962661605121
168,-1.76006399031658
169,2.02735866013551
170,-0.486411260364171
171,0.588288860188433
172,-1.31992425800734
173,2.15290774947284
174,-3.6148457568901
175,2.16634357766585
176,-1.88042839240638
177,1.24420025753978
178,0.0873137156292743
179,0.070736606380822
180,0.35411514863822
181,-0.33524117449157
182,0.00376653924934656
183,0.69272590218263
184,0.626683930578828
185,-2.87310916282599
186,2.72757142736534
187,-1.67095416374535
188,0.827947901252934
189,0.330051881637116
190,-0.636776092946216
191,0.193251407910088
192,0.712471222147237
193,1.18527388251017
194,-0.618900510945401
195,0.0419913734214109
196,-1.22060682492564
197,0.584422139815223
198,-1.37814593137144
199,0.774676865409794
200,-0.186628480835773
