Time,Time Code,Country Name,Country Code,GDP per capita (current US$) [NY.GDP.PCAP.CD],Urban population (% of total population) [SP.URB.TOTL.IN.ZS],Population growth (annual %) [SP.POP.GROW],"Agriculture, forestry, and fishing, value added (% of GDP) [NV.AGR.TOTL.ZS]"
2000,YR2000,Australia,AUS,21697.7084797731,84.235,1.19227232344832,3.11490323731114
2000,YR2000,Austria,AUT,24625.6007227434,60.213,0.240466652446524,1.64730021298979
2000,YR2000,Belgium,BEL,23098.8865077401,97.129,0.242517956221334,1.17600527973714
2000,YR2000,Canada,CAN,24271.0020563821,79.478,0.931281553452429,2.09165300710719
2000,YR2000,Chile,CHL,5100.25413288222,86.073,1.17718527887184,5.08296243051118
2000,YR2000,Czechia,CZE,6029.03819275358,73.988,-0.280414108078884,3.25052833080989
2000,YR2000,Denmark,DNK,30743.5476816354,85.1,0.334233618829261,2.151853225624
2000,YR2000,Estonia,EST,4070.60902410208,69.368,0.483707161729931,3.88500958820541
2000,YR2000,Finland,FIN,24345.9148217032,82.183,0.2076065154133,2.95363597719177
2000,YR2000,France,FRA,22419.6948211313,75.871,0.684945783642239,2.0983575513075
2000,YR2000,Greece,GRC,12072.9293569196,72.716,0.409041838238246,5.43524818135254
2000,YR2000,Germany,DEU,23694.7604830673,74.965,0.135431600393084,0.994789221891906
2000,YR2000,Hungary,HUN,4624.28165670295,64.575,-0.259764908288633,4.93445987752074
2000,YR2000,Iceland,ISL,32096.3722613695,92.401,1.36919283329812,7.00385857422343
2000,YR2000,Ireland,IRL,26334.5672050501,59.155,1.33304266586712,2.50492903890048
2000,YR2000,Israel,ISR,21061.4822833993,91.203,2.64233191305756,1.33047150849241
2000,YR2000,Italy,ITA,20137.5912217673,67.222,0.045303631138613,2.56361411951499
2000,YR2000,Japan,JPN,39169.3595701504,78.649,0.167275578113187,1.5178803390325
2000,YR2000,"Korea, Rep.",KOR,12256.9935679503,79.621,0.836180864297766,3.8577920379894
2000,YR2000,Latvia,LVA,3361.64086880275,68.067,-0.963935407092365,4.4653191603977
2000,YR2000,Luxembourg,LUX,48659.5988753233,84.216,1.34408299573143,0.596866957478124
2000,YR2000,Lithuania,LTU,3293.22997867086,66.986,-0.703385440488978,5.58605077769058
2000,YR2000,Mexico,MEX,7157.81449985734,74.722,1.4410967038977,3.32308631189687
2000,YR2000,Netherlands,NLD,26214.498549887,76.795,0.714770362784392,2.29863696801156
2000,YR2000,New Zealand,NZL,13641.1027183822,86.021,0.587564086381346,7.75290180992832
2000,YR2000,Norway,NOR,38131.4606116242,76.02,0.649044821192665,1.82301531961815
2000,YR2000,Poland,POL,4501.45406742273,61.716,-1.04433539837844,3.12672432106006
2000,YR2000,Portugal,PRT,11526.3720667968,54.399,0.702859953319024,3.10974828415915
2000,YR2000,Slovak Republic,SVK,5426.62428119306,56.233,-0.135376487794425,1.71030559393339
2000,YR2000,Slovenia,SVN,10201.3035366727,50.754,0.29607496005045,3.08556322926251
2000,YR2000,Spain,ESP,14749.6874248766,76.262,0.447137014535835,3.74530563354845
2000,YR2000,Sweden,SWE,29624.9126748618,84.026,0.160575484575313,1.94285989541354
2000,YR2000,Switzerland,CHE,38952.0342005572,73.383,0.561954617400164,1.05153529982011
2000,YR2000,Turkiye,TUR,4337.47800296354,64.741,1.51810979845438,10.0328526543258
2000,YR2000,United Kingdom,GBR,28223.0675706515,78.651,0.357300887421605,0.850705507510241
2000,YR2000,United States,USA,36329.9560727102,79.057,1.11276899679534,1.15055536360653
2001,YR2001,Australia,AUS,19527.3235767954,84.1,1.34835834227145,3.50219780997615
2001,YR2001,Austria,AUT,24558.7636778868,59.934,0.382799394483217,1.67070339573168
2001,YR2001,Belgium,BEL,23015.0712632462,97.186,0.343951157623668,1.10935029767163
2001,YR2001,Canada,CAN,23822.0601178964,79.81,1.08635096562717,2.11789067175753
2001,YR2001,Chile,CHL,4609.21396034224,86.363,1.12619894374837,4.06242026416145
2001,YR2001,Czechia,CZE,6637.04165713981,73.877,-0.375719704335905,3.20352708630753
2001,YR2001,Denmark,DNK,30751.654348268,85.15,0.358315678955486,2.33950941505079
2001,YR2001,Estonia,EST,4505.85833233188,69.242,-0.63696312445507,3.49396864407665
2001,YR2001,Finland,FIN,24967.7925153182,82.368,0.227687341886374,2.76433332411428
2001,YR2001,France,FRA,22452.9823753273,76.127,0.727789664461319,2.10700819139254
2001,YR2001,Greece,GRC,12549.036894906,72.913,0.51988446396193,5.20270209625701
2001,YR2001,Germany,DEU,23628.3272122367,75.17,0.168225361337335,1.08343229583805
2001,YR2001,Hungary,HUN,5276.03318905496,64.67,-0.229379183308447,4.91438887698312
2001,YR2001,Iceland,ISL,28897.4439396908,92.532,1.32929525456819,7.48486716532358
2001,YR2001,Ireland,IRL,28282.409882073,59.399,1.59215149039299,1.99385983232223
2001,YR2001,Israel,ISR,20316.2480483237,91.267,2.35711729946802,1.53744213546385
2001,YR2001,Italy,ITA,20500.9543995672,67.282,0.0561676014374784,2.48963145584114
2001,YR2001,Japan,JPN,34406.1824638092,79.99,0.240952587521069,1.36750619152798
2001,YR2001,"Korea, Rep.",KOR,11561.2483689073,79.94,0.767241774760276,3.56581902129398
2001,YR2001,Latvia,LVA,3578.00190041351,67.95,-1.29148694354873,4.41345812396173
2001,YR2001,Luxembourg,LUX,48440.1420151355,84.843,1.19045634528707,0.560287361469729
2001,YR2001,Lithuania,LTU,3525.79363185461,66.919,-0.824008723044179,4.87429863580582
2001,YR2001,Mexico,MEX,7544.56872335784,75.045,1.40395986845276,3.40326534775438
2001,YR2001,Netherlands,NLD,26896.5481111196,77.83,0.754840057734904,2.22461562086905
2001,YR2001,New Zealand,NZL,13882.8568268586,86.1,0.589286034969052,7.98138479706632
2001,YR2001,Norway,NOR,38542.715099709,76.378,0.506046910557235,1.58869172655478
2001,YR2001,Poland,POL,4991.24435799511,61.761,-0.0275871247282958,3.25341501737577
2001,YR2001,Portugal,PRT,11734.7649743954,55.044,0.705230637323876,2.96074957358316
2001,YR2001,Slovak Republic,SVK,5722.1681828083,56.163,-0.18301227099618,2.12021767859932
2001,YR2001,Slovenia,SVN,10479.7596309273,50.78,0.157498742047657,2.78807125237532
2001,YR2001,Spain,ESP,15369.0011599444,76.343,0.694068084334464,3.67764014761916
2001,YR2001,Sweden,SWE,27247.857734793,84.071,0.268470527954234,1.94493737546086
2001,YR2001,Switzerland,CHE,39727.8466713883,73.375,0.632771238018431,0.91885973243129
2001,YR2001,Turkiye,TUR,3142.92099774582,65.34,1.49422662100438,8.78803796915921
2001,YR2001,United Kingdom,GBR,27806.4488245133,78.751,0.384975969564228,0.782120850455726
2001,YR2001,United States,USA,37133.623113437,79.234,0.989741382223669,1.1292569744094
2002,YR2002,Australia,AUS,20117.7888912664,84.222,1.22056378534358,3.94915687175001
2002,YR2002,Austria,AUT,26527.5930910347,59.655,0.49198046425522,1.56277441149196
2002,YR2002,Belgium,BEL,25006.191397109,97.241,0.448268894821562,1.03313414275776
2002,YR2002,Canada,CAN,24255.3385818322,79.888,1.08744792718674,1.98762322116267
2002,YR2002,Chile,CHL,4481.83125502139,86.606,1.0788448744697,4.06503324753284
2002,YR2002,Czechia,CZE,8060.86870292424,73.809,-0.192901617564167,2.65958672335973
2002,YR2002,Denmark,DNK,33228.6935448819,85.25,0.319487125340996,1.7811164321679
2002,YR2002,Estonia,EST,5341.62894677002,69.116,-0.633433796423808,3.55352070544501
2002,YR2002,Finland,FIN,26997.7529897788,82.503,0.242381050233372,2.67230580660803
2002,YR2002,France,FRA,24292.5802304835,76.38,0.727226637519812,2.01085885192927
2002,YR2002,Greece,GRC,14177.5721592705,73.303,0.366566462148184,4.98711360482813
2002,YR2002,Germany,DEU,25197.2656001848,75.374,0.168128319406931,0.900496788164431
2002,YR2002,Hungary,HUN,6655.33300865319,65.081,-0.28475137719698,4.26079504256631
2002,YR2002,Iceland,ISL,32409.2161491753,92.662,0.892596377462957,7.51299343302451
2002,YR2002,Ireland,IRL,32705.4345565698,59.649,1.68514885730282,1.7353084894094
2002,YR2002,Israel,ISR,18439.6461555058,91.33,2.01405839404727,1.58875723097915
2002,YR2002,Italy,ITA,22376.2978989329,67.382,0.148916429490753,2.37138225861722
2002,YR2002,Japan,JPN,32820.7936433254,81.647,0.232527187105684,1.37649059914159
2002,YR2002,"Korea, Rep.",KOR,13165.0657360554,80.299,0.577957276814842,3.20680203781807
2002,YR2002,Latvia,LVA,4136.93329688951,67.85,-1.1618382239436,4.49884105674688
2002,YR2002,Luxembourg,LUX,53005.7339209179,85.299,1.04766081596443,0.690661512047414
2002,YR2002,Lithuania,LTU,4141.59270180102,66.828,-0.802765710748508,4.77513123922724
2002,YR2002,Mexico,MEX,7593.1373448964,75.365,1.37302085830616,3.27828185504542
2002,YR2002,Netherlands,NLD,29343.2449960602,79.113,0.638291666268526,2.07767536621722
2002,YR2002,New Zealand,NZL,16874.1874918196,86.161,1.73717486434422,5.85289352793662
2002,YR2002,Norway,NOR,43084.4724650717,76.733,0.539290805050494,1.52073059641543
2002,YR2002,Poland,POL,5207.17142069402,61.787,-0.0463189372499392,2.7257594673325
2002,YR2002,Portugal,PRT,12936.6928204482,55.666,0.547667939660689,2.72289086156617
2002,YR2002,Slovak Republic,SVK,6564.69631373665,56.013,-0.0363525509687338,2.04289904767007
2002,YR2002,Slovenia,SVN,11777.1556578814,50.857,0.123915442323272,2.97920281086595
2002,YR2002,Spain,ESP,17106.686576658,76.533,1.41259540475782,3.48901743975068
2002,YR2002,Sweden,SWE,29899.1952495081,84.133,0.325438067703728,1.89967733195399
2002,YR2002,Switzerland,CHE,42578.7631355696,73.401,0.756469145838096,0.931026266283462
2002,YR2002,Turkiye,TUR,3687.95609325031,65.974,1.47386568720214,10.1907585574088
2002,YR2002,United Kingdom,GBR,30049.8963232066,79.047,0.423337079636281,0.916379912898543
2002,YR2002,United States,USA,37997.7596573051,79.409,0.927797485710314,0.973711859673977
2003,YR2003,Australia,AUS,23492.4051742272,84.343,1.23399666342628,2.88893596341479
2003,YR2003,Austria,AUT,32294.0488606559,59.375,0.487133894826838,1.49193189790189
2003,YR2003,Belgium,BEL,30655.2092679024,97.296,0.418641508069053,1.0294445025288
2003,YR2003,Canada,CAN,28300.4630963791,79.967,0.901372739095955,2.05309139249344
2003,YR2003,Chile,CHL,4827.08337797237,86.665,1.04799383160613,4.09477533093825
2003,YR2003,Czechia,CZE,9818.56849307488,73.74,-0.028620590719166,2.44002731408219
2003,YR2003,Denmark,DNK,40458.7773986609,85.36,0.272010444031566,1.61078580311509
2003,YR2003,Estonia,EST,7203.52303786646,68.989,-0.627622448059203,3.46019281311318
2003,YR2003,Finland,FIN,32927.6802919408,82.638,0.238457240068217,2.53576629829521
2003,YR2003,France,FRA,29633.6789794897,76.632,0.708771177676303,1.85016428870167
2003,YR2003,Greece,GRC,18518.3788387396,73.689,0.238643175320258,4.99978360011743
2003,YR2003,Germany,DEU,30310.3575963774,75.577,0.0553633035873241,0.832259435604571
2003,YR2003,Hungary,HUN,8421.10331316153,65.489,-0.286433268128688,3.9010994725515
2003,YR2003,Iceland,ISL,39476.6978486684,92.789,0.692497620476186,6.44335958776617
2003,YR2003,Ireland,IRL,41203.5295847568,59.925,1.62895096193019,1.48000381983801
2003,YR2003,Israel,ISR,18991.3798529841,91.393,1.80551975888109,1.49298681092598
2003,YR2003,Italy,ITA,27526.3224609957,67.501,0.444507312655549,2.357959442263
2003,YR2003,Japan,JPN,35387.0374203599,83.196,0.213980948779682,1.29902822421038
2003,YR2003,"Korea, Rep.",KOR,14672.8574703505,80.652,0.518321452985646,2.96459727836726
2003,YR2003,Latvia,LVA,5145.19523190241,67.8,-0.966400801237561,3.93534419308901
2003,YR2003,Luxembourg,LUX,65689.3214536911,85.743,1.21520087964639,0.46423787561405
2003,YR2003,Lithuania,LTU,5499.42898911387,66.737,-0.812278097406687,4.42285391540034
2003,YR2003,Mexico,MEX,7075.36964299974,75.682,1.36378023068234,3.38748649595129
2003,YR2003,Netherlands,NLD,35750.9746630269,80.341,0.471814398788212,2.05982722645814
2003,YR2003,New Zealand,NZL,21913.7081719961,86.221,1.97355854434158,5.72933246598663
2003,YR2003,Norway,NOR,50134.8907734947,77.084,0.586532691986894,1.30803942817787
2003,YR2003,Poland,POL,5701.6022116161,61.676,-0.067492701646486,2.60980319942584
2003,YR2003,Portugal,PRT,15797.7821340276,56.287,0.375411414855816,2.65118079570935
2003,YR2003,Slovak Republic,SVK,8731.93736824381,55.863,-0.0658215070322074,1.81038352971388
2003,YR2003,Slovenia,SVN,14849.0372415032,51.082,0.0602967792572922,2.25206975614957
2003,YR2003,Spain,ESP,21510.8362454011,76.778,1.80845446818345,3.4311562499221
2003,YR2003,Sweden,SWE,37321.7979047059,84.196,0.372092942799084,1.85862963191743
2003,YR2003,Switzerland,CHE,49470.3971259674,73.427,0.74191960337232,0.834713711309976
2003,YR2003,Turkiye,TUR,4760.1040190451,66.602,1.43873664511403,9.79514977798378
2003,YR2003,United Kingdom,GBR,34487.4675722539,79.339,0.465641113602993,0.873354127479226
2003,YR2003,United States,USA,39490.2749557007,79.583,0.859481712840946,1.12104760396265
2004,YR2004,Australia,AUS,30513.9417409748,84.463,1.15935216218033,3.06360356499632
2004,YR2004,Austria,AUT,36889.2335135194,59.094,0.620413127334181,1.47647439267771
